book_title,author,reader_review,rating,label,review_length
la modification,michel butor,un billet deterre qui date de 2016 par paresse je n y ai rien change,4.0,1,68
les yeux de sophie,moyes jojo,en 1916 sophie est revenue dans son village,4.0,1,43
le sang des 7 rois tome 1,régis goddyn,décidément la littérature fantasy n en finit plus de m enchanter une infinité d univers et de contextes une découverte à chaque fois ou presque et parfois une alchimie particulière qui nous offre une lecture parfaitement addictive de celles qui vous font lire en marchant,5.0,1,271
moneyland,oliver bullough,né au pays de galles en 1977 et de formation historien à oxford oliver bullough a vécu de 1999 à 2006 en russie et au kirghizistan comme journaliste entre autres pour l agence de presse reuters,4.5,1,193
la plus secrète mémoire des hommes,mohamed mbougar sarr,d abord j ai été intriguée par ce qui se disait sur la plus secrète mémoire des hommes de quoi me donner envie de le lire ensuite j ai soupiré sur les 50 premières pages encore 400 pages comme ça c était ennuyeux malgré le très beau style enfin le livre démarre c est finalement un coup de cœur en dépit de quelques reproches mais pourquoi donc compliquer la vie du lecteur,5.0,1,373
la france périphérique,christophe guilluy,beaucoup de choses ont été dites ou écrites à propos de ce livre et de son auteur on peut en penser ce que l on veut mais force est de constater qu à présent l expression france périphérique est plus ou moins passée dans le langage courant on peut en penser ce que l on veut mais force est de constater qu en 2014 christophe guilluy a su voir venir le mouvement des gilets jaunes alors que ce n est pas le cas de beaucoup d autres représentants dits de l élite,4.0,1,460
une étrange invitée,michèle abramoff,notre amie michèle abramoff micheleabramoff sur babelio vient de publier son onzième ouvrage sorti le neuf octobre dernier au titre intriguant une étrange invitée,4.0,1,162
anthologie de la poésie érotique,pierre perret,ben mon colon ou peut être ben mon cochon c est à n en pas douter ce que se serait écrié pierre perret en lisant ce livre s il n en avait été le maître d œuvre,5.0,1,159
la peste soit de l amérique,sholem aleikhem,c est la suite de menahem mendl le reveur je me coule dans mon fauteuil et un sourire pointe avant meme d ouvrir le livre allez sholem enchante moi que je me bidonne avec ta prose,3.5,0,179
banlieue sud est,rené fallet,banlieue sud est est le premier roman de rené fallet écrit en 1946 et publié en 1947,4.0,1,84
se cacher pour l hiver,sarah st vincent,j avais envie d un peu de suspense enneigé de mystère entre deux êtres alors j ai ouvert se cacher pour l hiver malheureusement si c est un bon roman dans son genre ce fut aussi une lecture très éprouvante pour moi à cause de son thème principal que je n avais pas vu apparaître clairement dans les avis que j en avais lus qui voulaient probablement ménager la découverte,3.5,0,371
la danseuse d izu,yasunari kawabata,que savons nous du japon au fond nous autres occidentaux qu ils surnommaient les longs nez peu de régions ont vu fleurir une culture aussi riche sur un territoire aussi petit et il n y a que dans ces petits recueils de nouvelles aussi discrètes qu élégantes et subtiles que j ai l impression de voir sa civilisation se dévoiler un peu,4.0,1,334
la grosse,françoise lefèvre,cent kilos cent kilos d amour et de tendresse que céline déverse sur anatolis son vieux voisin en phase terminale de cancer et sur les deux enfants d une voisine qu elle garde le mercredi en plus de son travail peu gratifiant de garde barrière,5.0,1,243
la dernière neige,arno camenisch,exquis ce roman de saison enfoui sous les dernières neiges suisses qui se déguste comme un chocolat blanc fondant sur la langue aguichée par la belle couverture enneigée et un titre légèrement apocalyptique j ai lu tout schuss ces 100 pages de mots fondus dans une avalanche de dialogues et pensées tout est prêt pourtant y a que l hiver qui manque à l appel,4.0,1,358
des pas dans la nuit,charles foley,des pas dans la nuit voilà qui annonce le frisson la sourde angoisse du mystère et de l inconnu,4.0,1,95
minuit new york,mark miller,pour ceux qui ne connaissent pas ce livre en lisant sa quatrième de couverture vous vous direz sûrement que c est le genre de livres qu aurait très bien pu imaginer guillaume musso ou marc levy effectivement vous ne vous trompez pas mais derrière minuit new york se cache un écrivain sous le pseudonyme de mark miller,5.0,1,317
une autre vie,s j watson,un roman très bien construit hyper addictif c est l histoire d une mère de famille qui se trouve coincée dans un engrenage infernal une histoire de manipulation comment cela peut il bien se terminer,4.0,1,198
les mémés tome 1 chroniques des âges farouches,sylvain frécon,merci à belette2911 sans qui je n aurais pas connu l existence de cette bd si comme moi vous êtes fan de carmen cru n hésitez pas c est moderne c est rigolo avec un soupçon de vrai tout y passe l informatique les réseaux sociaux la covid l adultère la politique,5.0,1,261
atlas insolite de la mer,ophélie chavaroche,très beau livre une superbe idée de cadeau pour tous les amoureux de la mer et des livres,5.0,1,89
les architectes de babel tome 1,akira ashimo,manga histoire antiquite,4.0,1,24
le poids du coeur,rosa montero,dans ce deuxième volet des aventures futuristes de bruna husky nous retrouvons la réplicante de combat une androïde techno humaine qui n a désormais qu un peu plus de trois ans à vivre avant que ne se déclenche sa ttt tumeur totale techno qui la tuera dans de brèves mais horribles souffrances la détective privée est chargée cette fois de retrouver un curieux diamant noir son enquête la mènera d abord sur labari une planète proche de la terre régie par un système de castes moyenâgeux puis de retour sur terre aux confins du monde connu dans une zone de guerre où seraient enfouis dans le plus grand secret les déchets nucléaires de l humanité la mission est pleine de dangers et de surprises et husky est accompagnée pour le meilleur ou le pire par daniel deuil son tactile sorte de kiné psycho thérapeute et de clara réplicante issue de la même matrice qu elle en quelque sorte son clone industriel sauf que clara est plus jeune et que ses vrais faux souvenirs et émotions lui ont été implantés par un autre mémoriste que celui de son aînée bruna peut aussi compter sur ses amis déjà présents dans des larmes sous la pluie yannis le vieil archiviste dépressif le sombre et séduisant inspecteur lizard et bartolo son drôle de petit animal de compagnie,4.0,1,1255
au printemps on coupe les ailes des oiseaux,marion guénard ii,fille d egyptiens immigrés en france mariam mène une existence confortable et sans histoire à paris entre son époux ses deux filles et sa carrière d avocate mais dix ans après la révolution égyptienne elle a de plus en plus de mal à refouler les souvenirs et la sensation d être passée à côté de l essentiel du jour au lendemain elle quitte tout sans prévenir parti à sa recherche au caire son mari antoine est amené à rencontrer un petit groupe d hommes et de femmes qui malgré la terrible répression du régime en place tentent dangereusement de maintenir en vie leur idéal de liberté,3.5,0,585
un tesson d éternité,valérie tong cuong,valérie tong cuong raconte avoir dès son jeune âge écrit ce qu elle ne pouvait échanger avec ses proches ainsi on imagine qu elle couchait sur le papier ses craintes et peurs afin de les exorciser pacifiquement contrairement à l héroïne d un tesson d éternité anna dont l arrestation du fils pour une erreur d adolescent résonne comme un rappel à sa propre jeunesse tourmentée et la pousse à choisir une dramatique impasse une façon de traiter le déterminisme social et le harcèlement que j ai trouvé souvent assez juste et même si on peut avoir parfois le sentiment que l auteure enfonce le clou encombrant son propos de phrases creuses l histoire reste prenante par ce qu elle suscite comme réflexion sur les conséquences des traumatismes de l enfance,3.5,0,753
le luthier de crémone,herbert le porrier,quelle belle histoire certes romancée que celle de ces violons pensés et longuement perfectionnés par le bonhomme antoine,5.0,1,121
le merle bleu,michèle gazier,rené et claude octogénaires ont choisi de vivre leur retraite à uzès,3.0,0,68
rabalaïre,alain guiraudie,dans une petite ville entre l aveyron et clermont ferrand jacques bangor anciennement mi commercial mi designer de lingerie fine est actuellement au chômage et son peu d entrain à retrouver du travail risque de lui faire perdre le bénéfice de ses indemnités c est un rabalaïre c est à dire en occitan un homme qui va chez les uns et chez les autres qui farfouille qui ne tient pas en place c est un grand amateur de vélo mais surtout il a l esprit très occupé par ses nombreuses amours et aventures sexuelles avec des hommes et des femmes même s il se définit lui même comme homosexuel son attirance envers autrui ne suit pas les canons habituels et il aime aussi par exemple les hommes laids voire difformes ou les vieilles femmes il lui arrive tant de choses qu il ne sait plus où donner de la tête tout cela dans un contexte d attentats islamistes qui peuvent le toucher de près il semble perdre peu à peu le contrôle de sa vie et la rencontre qu il va faire avec un tord boyaux stupéfiant dans un hameau perdu en montagne ne va pas contribuer à le lui faire retrouver depuis 2014 et son premier roman ici commence la nuit j attendais avec grande impatience le nouveau livre d alain guiraudie connu surtout comme réalisateur de films l inconnu du lac par exemple il faut dire que son premier livre avait été pour moi une vraie gifle littéraire je n étais pas revenu de son audace et de son originalité et voici que pour la rentrée littéraire 2021 il publie un pavé de 1040 pages rien que ça le volume m a fait peur je dois le dire et j ai différé la lecture jusqu à maintenant mais quel livre là encore de quelle liberté alain guiraudie ose faire preuve son monumental roman ne ressemble à aucun autre tout est perçu à travers la conscience de jacques le roman restitue le flux de ses pensées brassant et mettant en relation une somme de faits d états d âme de sentiments qu on ne songerait pas forcément à relier les personnages sont hors du commun leurs réactions et leurs aventures tout autant l histoire va dans tous les sens sans que le récit ne manque jamais de tenue et on s y retrouve toujours tout est un peu décalé par rapport à la réalité qui fait notre quotidien tout est fabuleusement original y compris la fin sublime on ne s ennuie pas une seconde aux tribulations de jacques et des autres nombreux personnages c est sans aucun doute le roman le plus original de la rentrée littéraire et quel écho a t il eu quels articles dans la presse un dans elle et une mention dans les inrocks c est tellement dommage même s il risque de ne pas plaire à tout le monde avec ses scènes très osées et sa prose volontairement relâchée on ne lui laisse pas assez la chance de rencontrer son public je vous le conseille vivement,5.0,1,2729
